"Package","DependsPageRank","SuggestsPageRank","ImportsPageRank","Date"
"dlnm",0.000152996973309608,5.80029052305116e-05,0.000315696006531487,"2009-11-19"
"doBy",0.000152996973309611,5.80029052305115e-05,0.000315696006531483,"2009-11-19"
"DoE.base",0.000321647195795292,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"DoE.wrapper",0.000193343389473216,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"doMC",0.000152996973309605,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"doSNOW",0.000152996973309605,9.27957571958298e-05,0.000315696006531482,"2009-11-19"
"DPpackage",0.000152996973309609,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"dprep",0.000152996973309607,6.32106096437811e-05,0.000315696006531482,"2009-11-19"
"dr",0.000395075470291279,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"drc",0.000351847167258827,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"drfit",0.000152996973309607,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"DRI",0.000152996973309609,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"drm",0.000152996973309611,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"dse",0.000607657770514855,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"dse1",0.000152996973309611,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"dse2",0.000152996973309611,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"DSpat",0.000152996973309605,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"dti",0.000152996973309605,7.2792854988932e-05,0.000315696006531482,"2009-11-19"
"dtw",0.000152996973309609,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"dyad",0.000152996973309611,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"dyn",0.000152996973309609,0.000152429528440252,0.000315696006531482,"2009-11-19"
"dynamicGraph",0.000152996973309607,7.53993312131709e-05,0.000315696006531482,"2009-11-19"
"dynamicTreeCut",0.000201412672705942,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"dynamo",0.000152996973309611,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"dynCorr",0.000152996973309611,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"dynGraph",0.000152996973309608,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"dynlm",0.000240414208330761,8.8292991955247e-05,0.000315696006531483,"2009-11-19"
"e1071",0.00194206984891192,0.000228993296877607,0.000487477930084334,"2009-11-19"
"earth",0.000152996973309611,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"eba",0.000152996973309609,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"ebdbNet",0.000152996973309611,6.74744616660318e-05,0.000315696006531482,"2009-11-19"
"Ecdat",0.000152996973309611,0.00017384028005652,0.000315696006531482,"2009-11-19"
"ecespa",0.000152996973309607,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"eco",0.000152996973309609,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"ecodist",0.000152996973309611,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"ecolMod",0.000152996973309602,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"EDR",0.000152996973309611,6.19403276904166e-05,0.000315696006531482,"2009-11-19"
"EffectiveDose",0.000213516597555024,0.000100286245371102,0.000315696006531482,"2009-11-19"
"effects",0.000177204823007770,5.80029052305115e-05,0.000315696006531482,"2009-11-19"
"eha",0.000274036221800441,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"eiPack",0.000152996973309607,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"el.convex",0.000152996973309611,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"elasticnet",0.000213516597555025,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"ElemStatLearn",0.000152996973309609,0.000127776165685254,0.000315696006531482,"2009-11-19"
"ellipse",0.00112164856873259,7.58961179869196e-05,0.000315696006531482,"2009-11-19"
"elliptic",0.000233689805636829,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"elrm",0.000152996973309607,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"EMC",0.000213516597555025,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"EMCC",0.000152996973309607,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"EMD",0.000152996973309609,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"emdbook",0.000152996973309609,5.80029052305106e-05,0.000315696006531482,"2009-11-19"
"EMJumpDiffusion",0.000152996973309611,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"emme2",0.000152996973309609,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"emplik",0.000395075470291278,0.000231900523834438,0.000315696006531482,"2009-11-19"
"emplik2",0.000152996973309611,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"emu",0.000152996973309605,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"emulator",0.000769012744828772,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"endogMNP",0.000152996973309609,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"energy",0.000152996973309611,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"EngrExpt",0.000152996973309609,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"EnQuireR",0.000152996973309607,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"ensembleBMA",0.000152996973309611,9.55197989635177e-05,0.000315696006531482,"2009-11-19"
"entropy",0.000235028382293948,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"Epi",0.000201412672705943,0.000100140616999014,0.000315696006531482,"2009-11-19"
"epibasix",0.000152996973309611,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"epicalc",0.000193343389473218,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"epiR",0.000152996973309611,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"epitools",0.000223603201595928,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"EQL",0.000152996973309611,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"eqtl",0.000152996973309609,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"equate",0.000152996973309611,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"equivalence",0.000152996973309608,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"ergm",0.000152996973309611,0.000129413275656296,0.000315696006531482,"2009-11-19"
"eRm",0.000152996973309607,5.80029052305116e-05,0.000315696006531484,"2009-11-19"
"esd4all",0.000152996973309602,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"etm",0.000152996973309611,6.96005225522845e-05,0.000315696006531482,"2009-11-19"
"EvalEst",0.000435421886454885,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"evd",0.000548406976341003,0.000104393374517603,0.000315696006531482,"2009-11-19"
"evdbayes",0.000152996973309611,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"EVER",0.000152996973309611,6.85024363702308e-05,0.000315696006531482,"2009-11-19"
"evir",0.000152996973309611,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"exact2x2",0.000152996973309611,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"exactLoglinTest",0.000152996973309611,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"exactmaxsel",0.000152996973309609,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"exactRankTests",0.000248564249384069,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"exams",0.000152996973309605,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"experiment",0.000152996973309608,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"expert",0.000152996973309609,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"expsmooth",0.000152996973309605,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"extRemes",0.000152996973309607,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"ez",0.000152996973309605,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"FactoClass",0.000152996973309608,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"FactoMineR",0.000692564345236086,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"Fahrmeir",0.000152996973309609,6.65343369730616e-05,0.000315696006531482,"2009-11-19"
"FAiR",0.000152996973309603,0.000328566127748057,0.000315696006531483,"2009-11-19"
"fame",0.000183256785432316,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"far",0.000179894584085349,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"faraway",0.000152996973309611,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"fArma",0.000152996973309605,5.80029052305115e-05,0.000315696006531482,"2009-11-19"
"farmR",0.000152996973309609,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"fAsianOptions",0.000152996973309605,6.67011182218414e-05,0.000315696006531482,"2009-11-19"
"fAssets",0.000177204823007766,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"fastICA",0.000337874084551615,9.1056114597565e-05,0.000315696006531482,"2009-11-19"
"fBasics",0.000883296936175272,8.69969485349434e-05,0.000315696006531482,"2009-11-19"
"fbati",0.000152996973309607,5.80029052305116e-05,0.000315696006531483,"2009-11-19"
"fBonds",0.000152996973309607,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"fCalendar",0.00020611096202345,6.29051712856448e-05,0.000315696006531482,"2009-11-19"
"fCopulae",0.000184150441602088,5.80029052305115e-05,0.000315696006531482,"2009-11-19"
"FD",0.000152996973309607,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"fda",0.000604876834342049,7.10202008912509e-05,0.000315696006531482,"2009-11-19"
"fdim",0.000152996973309611,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"fdrtool",0.000562139799365042,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"fds",0.000213516597555024,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"feature",0.000152996973309607,5.80029052305115e-05,0.000315696006531482,"2009-11-19"
"fechner",0.000152996973309607,5.80029052305116e-05,0.000315696006531484,"2009-11-19"
"fEcofin",0.000271334516213788,5.80029052305115e-05,0.000315696006531482,"2009-11-19"
"FEST",0.000152996973309607,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"fExoticOptions",0.000152996973309604,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"fExtremes",0.000152996973309603,5.80029052305115e-05,0.000315696006531482,"2009-11-19"
"ff",0.000233689805636830,7.53993312131709e-05,0.00134638754784856,"2009-11-19"
"fGarch",0.000268272448062774,5.80029052305115e-05,0.000315696006531482,"2009-11-19"
"FGN",0.000152996973309609,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"fields",0.00115033068870633,5.80029052305113e-05,0.000315696006531482,"2009-11-19"
"FieldSim",0.000152996973309611,5.80029052305115e-05,0.000315696006531482,"2009-11-19"
"filehash",0.000734764718848236,6.35692282108748e-05,0.00108871466251929,"2009-11-19"
"filehashSQLite",0.000152996973309605,5.80029052305116e-05,0.000315696006531483,"2009-11-19"
"fImport",0.000152996973309607,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"financial",0.000152996973309611,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"fingerprint",0.000201412672705943,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"FinTS",0.000233689805636831,5.80029052305099e-05,0.000315696006531482,"2009-11-19"
"fishmethods",0.000152996973309607,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"fit4NM",0.000152996973309605,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"FitAR",0.000152996973309607,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"fitdistrplus",0.000152996973309611,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"FITSio",0.000274036221800444,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"FKF",0.000152996973309611,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"flashClust",0.000152996973309611,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"flexclust",0.000226965402942891,5.8002905230511e-05,0.000659259853637178,"2009-11-19"
"flexmix",0.000395075470291277,6.96005225522836e-05,0.000573368891860755,"2009-11-19"
"flsa",0.000152996973309611,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"flubase",0.000152996973309608,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"fma",0.000152996973309605,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"FME",0.000152996973309604,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"fmri",0.000201412672705943,5.80029052305115e-05,0.000315696006531482,"2009-11-19"
"fMultivar",0.000177204823007770,5.80029052305115e-05,0.000315696006531482,"2009-11-19"
"fNonlinear",0.000152996973309604,5.80029052305115e-05,0.000315696006531482,"2009-11-19"
"foba",0.000152996973309611,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"fOptions",0.000241759088869548,5.80029052305115e-05,0.000315696006531482,"2009-11-19"
"foreach",0.000249828372102271,9.27957571958298e-05,0.000315696006531482,"2009-11-19"
"forecast",0.000439456528071241,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"foreign",0.00165975365537693,0.000206254648156112,0.000831041777190022,"2009-11-19"
"forensic",0.000152996973309608,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"forensim",0.000152996973309611,5.80029052305109e-05,0.000315696006531482,"2009-11-19"
"Formula",0.000294756189227317,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"fortunes",0.000152996973309611,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"forward",0.000152996973309609,5.80029052305115e-05,0.000315696006531482,"2009-11-19"
"fossil",0.000152996973309611,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"fpc",0.000166445778697477,5.80029052305109e-05,0.000315696006531482,"2009-11-19"
"fpca",0.000152996973309609,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"fPortfolio",0.000152996973309599,5.80029052305115e-05,0.000315696006531482,"2009-11-19"
"fpow",0.000152996973309611,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"fractal",0.000152996973309602,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"fractalrock",0.000152996973309605,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"frailtypack",0.000152996973309609,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"FRB",0.000152996973309611,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"frbf",0.000152996973309611,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"fRegression",0.000152996973309599,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"FrF2",0.000254526661419781,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"frontier",0.000152996973309607,5.80029052305116e-05,0.000315696006531483,"2009-11-19"
"FSelector",0.000152996973309608,5.80029052305115e-05,0.000315696006531482,"2009-11-19"
"fSeries",0.000201412672705937,6.04199675738358e-05,0.000315696006531482,"2009-11-19"
"FTICRMS",0.000226257571080373,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"fTrading",0.000332826713924556,5.80029052305115e-05,0.000315696006531482,"2009-11-19"
"fts",0.000152996973309609,6.6591326356185e-05,0.000315696006531482,"2009-11-19"
"ftsa",0.000152996973309607,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"FunCluster",0.000152996973309608,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"fUnitRoots",0.000152996973309604,6.04881089423203e-05,0.000315696006531482,"2009-11-19"
"FunNet",0.000152996973309603,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"futile",0.000249828372102275,5.80029052305113e-05,0.000315696006531482,"2009-11-19"
"fUtilities",0.000271334516213787,6.04881089423197e-05,0.000315696006531482,"2009-11-19"
"fuzzyRankTests",0.000152996973309611,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"fxregime",0.000152996973309604,5.80029052305115e-05,0.000315696006531488,"2009-11-19"
"G1DBN",0.000152996973309608,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"gafit",0.000152996973309611,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"gam",0.000354729054127662,9.31409301560255e-05,0.000315696006531482,"2009-11-19"
"gamair",0.000152996973309611,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"gamesNws",0.000152996973309611,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"gamlss",0.000560495776562073,0.000106643966502637,0.000315696006531483,"2009-11-19"
"gamlss.cens",0.000152996973309609,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"gamlss.data",0.000279688531990825,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"gamlss.dist",0.000279688531990825,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"gamlss.mx",0.000152996973309607,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"gamlss.nl",0.000152996973309608,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"gamlss.tr",0.000152996973309609,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"gamm4",0.000152996973309605,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"gap",0.000201412672705943,5.80029052305109e-05,0.000315696006531482,"2009-11-19"
"gausspred",0.000152996973309611,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"gbev",0.000152996973309611,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"gbm",0.000261932296951355,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"gbs",0.000152996973309609,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"gcExplorer",0.000152996973309607,5.80029052305115e-05,0.000315696006531484,"2009-11-19"
"gcmrec",0.000152996973309609,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"gcolor",0.000152996973309611,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"gdata",0.00134598758916828,8.11981398740581e-05,0.000831041777190021,"2009-11-19"
"GDD",0.000175004109398852,5.80029052305115e-05,0.000315696006531482,"2009-11-19"
"gee",0.000516114718782112,7.42433300475924e-05,0.00122009740588362,"2009-11-19"
"geiger",0.000233689805636827,9.27957571958298e-05,0.000315696006531482,"2009-11-19"
"GenABEL",0.000152996973309605,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"gene2pathway",0.000152996973309602,5.80029052305116e-05,0.000315696006531483,"2009-11-19"
"geneARMA",0.000152996973309611,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"Geneclust",0.000152996973309608,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"GeneCycle",0.000152996973309607,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"Geneland",0.000152996973309604,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"GeneNet",0.000201412672705939,5.80029052305113e-05,0.000315696006531482,"2009-11-19"
"GeneReg",0.000152996973309609,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"genetics",0.00052316215275837,6.9600522552285e-05,0.00237707908916563,"2009-11-19"
"GenKern",0.000152996973309611,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"GEOmap",0.00027403622180044,9.27957571958298e-05,0.000315696006531482,"2009-11-19"
"geometry",0.000294209429882248,5.80029052305113e-05,0.000315696006531482,"2009-11-19"
"geonames",0.000152996973309609,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"geoR",0.000366815393840257,5.80029052305102e-05,0.000315696006531482,"2009-11-19"
"geoRglm",0.000152996973309608,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"GeoXp",0.000152996973309599,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"geozoo",0.000152996973309608,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"GExMap",0.000152996973309609,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"ggm",0.000237724447253192,5.80029052305116e-05,0.000831041777190021,"2009-11-19"
"GGMselect",0.000152996973309607,5.80029052305115e-05,0.000315696006531482,"2009-11-19"
"ggplot2",0.000731056803951162,0.000129338029694786,0.000315696006531489,"2009-11-19"
"ghyp",0.000152996973309604,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"gibbs.met",0.000152996973309611,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"GillespieSSA",0.000152996973309611,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"giRaph",0.000152996973309608,5.80029052305115e-05,0.000315696006531482,"2009-11-19"
"GLDEX",0.000152996973309611,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"glmc",0.000152996973309611,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"glmdm",0.000152996973309598,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"glmmAK",0.000152996973309607,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"GLMMarp",0.000152996973309597,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"glmmBUGS",0.000152996973309609,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"glmnet",0.000201412672705943,5.80029052305116e-05,0.000831041777190021,"2009-11-19"
"glmpath",0.000152996973309609,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"glmulti",0.000152996973309609,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"gmaps",0.000152996973309609,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"gmm",0.000152996973309611,5.80029052305109e-05,0.000315696006531482,"2009-11-19"
"gmodels",0.000296043357889683,5.80029052305115e-05,0.000315696006531483,"2009-11-19"
"gmp",0.000152996973309611,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"gmvalid",0.000152996973309602,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"gnm",0.000268272448062784,7.53993312131709e-05,0.000315696006531488,"2009-11-19"
"gnumeric",0.000152996973309609,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"goalprog",0.000152996973309609,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"gof",0.000152996973309609,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"GOFSN",0.000152996973309609,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"gogarch",0.000152996973309604,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"GOSim",0.000152996973309597,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"GPArotation",0.000193343389473221,0.000264834138860506,0.000315696006531482,"2009-11-19"
"gpclib",0.000423317961605799,7.54407299020147e-05,0.000315696006531482,"2009-11-19"
"gplots",0.000795981292279884,6.6701118221841e-05,0.000315696006531482,"2009-11-19"
"gputools",0.000152996973309611,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"grade",0.000152996973309611,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"gRain",0.000233689805636827,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"granova",0.000152996973309611,5.80029052305109e-05,0.000315696006531482,"2009-11-19"
"graph",0.00120474429404692,0.000147601916738420,0.00168995139495425,"2009-11-19"
"gRapHD",0.000152996973309609,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"graphicsQC",0.000152996973309611,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"grasp",0.000152996973309608,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"GRASS",0.000152996973309611,0.000120691714318208,0.000315696006531482,"2009-11-19"
"gRbase",0.000356056349529962,0.000117817958642214,0.000315696006531482,"2009-11-19"
"gRc",0.000152996973309608,8.3635137417669e-05,0.000315696006531482,"2009-11-19"
"gregmisc",0.000152996973309607,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"gridBase",0.000213516597555024,7.8878616409703e-05,0.000462937655291067,"2009-11-19"
"GridR",0.000152996973309611,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"grImport",0.000213516597555023,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"grouped",0.000152996973309609,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"grplasso",0.000152996973309611,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"GRRGI",0.000152996973309607,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"gsarima",0.000152996973309611,9.27957571958298e-05,0.000315696006531482,"2009-11-19"
"GSM",0.000152996973309611,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"gss",0.000342625129278581,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"gstat",0.000318571828085642,0.000113525275934546,0.000315696006531482,"2009-11-19"
"gsubfn",0.000201412672705940,0.000176721061768442,0.000315696006531482,"2009-11-19"
"Guerry",0.000152996973309611,8.3369240133284e-05,0.000315696006531482,"2009-11-19"
"gumbel",0.000152996973309611,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"gvlma",0.000152996973309611,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"GWAF",0.000152996973309609,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"gWidgets",0.000775647427077228,9.1779075983386e-05,0.00164087084536773,"2009-11-19"
"gWidgetsRGtk2",0.000417536602731654,9.57440512031343e-05,0.000315696006531482,"2009-11-19"
"gWidgetsrJava",0.000152996973309607,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"gWidgetstcltk",0.000152996973309608,6.29179842837614e-05,0.000315696006531482,"2009-11-19"
"gWidgetsWWW",0.000152996973309604,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"hacks",0.000152996973309611,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"HadoopStreaming",0.000152996973309611,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"hapassoc",0.000152996973309609,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"Haplin",0.000152996973309609,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"haplo.ccs",0.000152996973309608,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"haplo.stats",0.00049190686908394,9.08713020539006e-05,0.000315696006531482,"2009-11-19"
"HaploSim",0.000152996973309607,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"hapsim",0.000152996973309611,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"HardyWeinberg",0.000152996973309608,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"hash",0.000152996973309609,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"hbim",0.000152996973309608,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"hbmem",0.000152996973309609,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"hddplot",0.00016573794683496,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"hdeco",0.000152996973309611,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"HDMD",0.000152996973309608,6.77622978698123e-05,0.000315696006531482,"2009-11-19"
"hdrcde",0.000501888151158986,6.38017138913985e-05,0.000315696006531482,"2009-11-19"
"helloJavaWorld",0.000152996973309609,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"heplots",0.000213516597555024,0.000121866553329212,0.000315696006531482,"2009-11-19"
"hett",0.000152996973309609,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"hexbin",0.00020611096202345,0.000153649218354895,0.000315696006531482,"2009-11-19"
"hexView",0.000152996973309611,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"HH",0.000260587416412563,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"HI",0.000152996973309611,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"hier.part",0.000152996973309611,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"hlr",0.000152996973309611,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"Hmisc",0.000995028461312434,0.000195237732254530,0.000831041777190023,"2009-11-19"
"hmm.discnp",0.000152996973309611,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
"homals",0.000152996973309608,5.80029052305116e-05,0.000315696006531483,"2009-11-19"
"homtest",0.000152996973309611,5.80029052305116e-05,0.000315696006531482,"2009-11-19"
